Frequency_Hz,Original_dB,Truncated_dB,Difference_dB
300.292969,-6.681202,-6.681770,-0.000569
301.025391,-6.694052,-6.695726,-0.001673
301.757812,-6.708568,-6.709681,-0.001112
302.490234,-6.723420,-6.723636,-0.000216
303.222656,-6.737566,-6.735756,0.001810
303.955078,-6.749306,-6.745232,0.004074
304.687500,-6.758751,-6.754709,0.004042
305.419922,-6.765709,-6.764185,0.001524
306.152344,-6.772975,-6.773831,-0.000856
306.884766,-6.781206,-6.783739,-0.002533
307.617188,-6.791326,-6.793646,-0.002320
308.349609,-6.802576,-6.803554,-0.000978
309.082031,-6.814127,-6.811264,0.002863
309.814453,-6.823340,-6.815369,0.007971
310.546875,-6.828520,-6.819475,0.009045
311.279297,-6.828826,-6.823581,0.005245
312.011719,-6.824099,-6.821647,0.002452
312.744141,-6.815519,-6.809130,0.006389
313.476562,-6.802729,-6.796613,0.006116
314.208984,-6.787211,-6.784096,0.003115
314.941406,-6.770028,-6.769268,0.000760
315.673828,-6.751910,-6.750110,0.001800
316.406250,-6.732713,-6.730951,0.001762
317.138672,-6.712606,-6.711792,0.000813
317.871094,-6.692627,-6.692324,0.000302
318.603516,-6.672580,-6.672236,0.000345
319.335938,-6.652359,-6.652147,0.000212
320.068359,-6.632206,-6.632058,0.000148
320.800781,-6.612402,-6.612832,-0.000429
321.533203,-6.593919,-6.595463,-0.001544
322.265625,-6.576281,-6.578094,-0.001813
322.998047,-6.559607,-6.560725,-0.001118
323.730469,-6.544590,-6.544237,0.000353
324.462891,-6.530657,-6.529790,0.000867
325.195312,-6.517770,-6.515343,0.002426
325.927734,-6.502949,-6.500896,0.002053
326.660156,-6.485619,-6.484323,0.001296
327.392578,-6.464968,-6.462445,0.002523
328.125000,-6.442746,-6.440567,0.002179
328.857422,-6.419589,-6.418688,0.000900
329.589844,-6.396947,-6.397691,-0.000744
330.322266,-6.375113,-6.379069,-0.003955
331.054688,-6.354870,-6.360446,-0.005576
331.787109,-6.337449,-6.341823,-0.004374
332.519531,-6.326021,-6.327839,-0.001818
333.251953,-6.320616,-6.327388,-0.006771
333.984375,-6.320996,-6.326936,-0.005940
334.716797,-6.323855,-6.326485,-0.002630
335.449219,-6.327256,-6.325925,0.001331
336.181641,-6.328815,-6.325019,0.003796
336.914062,-6.328685,-6.324114,0.004572
337.646484,-6.326464,-6.323208,0.003256
338.378906,-6.321407,-6.320257,0.001150
339.111328,-6.314239,-6.310234,0.004005
339.843750,-6.304400,-6.300211,0.004189
340.576172,-6.293048,-6.290188,0.002860
341.308594,-6.279696,-6.277909,0.001787
342.041016,-6.263239,-6.257091,0.006148
342.773438,-6.243545,-6.236273,0.007273
343.505859,-6.219847,-6.215454,0.004393
344.238281,-6.194072,-6.193839,0.000233
344.970703,-6.167080,-6.168904,-0.001824
345.703125,-6.141357,-6.143969,-0.002612
346.435547,-6.118219,-6.119034,-0.000815
347.167969,-6.094675,-6.093313,0.001362
347.900391,-6.070195,-6.063966,0.006228
